text,label
being insulted in public,Sad
insulting other people,Sad
when i found out that i can travel with my best friend,Happy
walking home in the dark from college,Fear
finding out that i was deceived by a friend,Angry
not doing well in an examn,Sad
finding out that my best friend was deceiving me,Disgust
failing an examn because i did not work hard enough,Sad
not acting on my promise,Sad
finding out that i am not ill not seriously,Happy
finding out that my health condition may be against my attending university lectures,Fear
bought something bad from the shop and they refused to change it,Angry
relatives death,Sad
saw people quarreling in a bus,Disgust
running away from a fire,Sad
forgot to give a present to my little nephew,Sad
first public speaking,Happy
going out alone in the dark,Fear
saw some young people fighting for seats on a bus,Angry
my mothers death,Sad
saw people spitting in public,Disgust
went to a lecture about chinese history and hear about the opium war,Sad
falling in love,Happy
my friend will find out that i am in love with her,Fear
falling in love although she is my friend angry with myself,Angry
my friend still trusts me as a friend,Sad
someone being arrogant to me,Disgust
insulted by a teacher in front of the class,Sad
falling in love with a close friend,Sad
doing unexpectedly well in an examn,Happy
before the examn,Fear
i wanted to borrow lecture notes from a friend and he did not lend me them,Angry
finding out about the university does not have enough foreign currency to buy the yournals in your reference list,Sad
someone told me he was chosen for the english lectures because he was a good friend of the class leader,Disgust
finding out about chinese money cannot buy foreign journals,Sad
late for a lecture and therefore missed it,Sad
talking to a close friend,Happy
ran into a parking car on a bicycle,Fear
insulted for no reason,Angry
did badly in an examn,Sad
saw a man dressed as a woman,Disgust
saw a beggar on the street china still so poor,Sad
could not buy a reference book because i got up too late to cue,Sad
found out that me and my best friend are both chosen for the english lectures,Happy
i may not be clever enough to understand your english lectures,Fear
told by some people the class leader only choose his friends not true,Angry
one of my best friends was hurt by a girl he loves,Sad
saw a very arrogant girl walking like a queen,Disgust
china cannot buy your reference,Sad
a friend asked to borrow my notes and i did not give them away my notes too badly written,Sad
talking to a close friend,Happy
getting ill,Fear
failed to be elected to be a class leader,Angry
father lost his temper at home because he was mistreated at work,Sad
saw someone who picked up a cigarette from the floor and smoked it,Disgust
telling a lie,Sad
not getting the class paper in time for the lecture,Sad
my father promoted to be a professor,Happy
anatomy lesson and told we have to do it at night sometimes,Fear
had an argument with my classmate for borrowed books,Angry
finding out that we cannot have good references because china is poor,Sad
saw someone licking his dining bowl,Disgust
criticized in front of the class,Sad
not finishing homework in time,Sad
found out that the girl i love loves me too,Happy
reading a horror story alone,Fear
being refused to attend the neuropsychology lecture in the medical university,Angry
my parents told me that they do not like my friend,Sad
saw an arrogant girl walking pass by,Disgust
not finishing my duty as a class leader,Sad
my friend had trouble and i was not able to help him,Sad
china winning the asian olympic games tv,Happy
left alone in the biology building surrounded by empty buildings,Fear
someone told me we are not as good as the all english class,Angry
not getting the reference paper,Sad
cueing for a bus and the drivers having long dinner,Disgust
not finishing homework,Sad
did not return the library book on time,Sad
hear a very nice joke made by a friend,Happy
thinking about death when walking alone at night,Fear
found out that someone i knew well has been misunderstanding me for years,Angry
death of a relative,Sad
someone i know and respect sexually assulted a girl,Disgust
my father insulted by other people,Sad
made a mistake at work,Sad
found my name on the list of attending the english lectures,Happy
doing anatomy alone for the first time,Fear
being insulted in front of my parents and they believed other people those insulting me,Angry
death of general ye jianying,Sad
someone had stolen an article from a library journal,Disgust
not doing well in the examn,Sad
not finishing homework in time,Sad
did well in an examn just before my fathers birthday the best present i can give to my father,Happy
i asked someone to bring some present to my father and found out that he is not a reliable person i was afraid if my father would not get the presents he would be angry with me,Fear
some classmates said i did not do enough social work therefore i was not elected as a tree good student,Angry
my father wont be so pleased with me as if i was elected three good,Sad
my roommates lack of consideration of me,Disgust
my sister said i am not a stable person and i think she is right,Sad
my sister forgot to bring presents for my birthday i was rude to her,Sad
had a nice letter from my close friend,Happy
staying alone in the biology building after the dark,Fear
being insulted by my roommate she is in the english class,Angry
not being able to do well to be chosen for the english lecture,Sad
my roommate boasting about her english lectures,Disgust
when the class leader read out the names of those chosen for the english lecture and i was not on the list,Sad
some boys told me your nickname is little girl doctor i did not tell them off and laughed with them,Sad
relatives visiting me,Happy
finding out the great difference between china and the west in science,Fear
saw my unfair report,Angry
lecturers being unfair to me in reports,Sad
finding out that some students are getting good reports they do not deserve,Disgust
people impolite with me because i did not get a good report,Sad
i kicked the chair in the classroom to express my anger,Sad
finding out i was chosen for the english lectures,Happy
my roommate refused to walk with me to the english lectures i have to walk alone in the dark lectures are in the biology building,Fear
my roommate being unconsiderate,Angry
my best friend was not chosen for the english lectures,Sad
someone told me i was chosen for the english lectures because i am good looking,Disgust
not doing well in the examn,Sad
some boys talking about nicknames of the lecturers and i was too afraid of them to stop them,Sad
found out my wife girlfriend pregnant,Happy
my boat running into another boat,Fear
punished by a leader,Angry
my teachers death,Sad
saw a mate bribing the leader,Disgust
insulted by a woman in public,Sad
fight with my mate after a quarrel,Sad
receiving a nice present from my parents,Happy
finding out that i made a stupid mistake in the examn,Fear
finding out about some girls who have been nice to the class leader in order to go to the neuropsychology lectures english ones,Angry
finding out i am not chosen for the english lectures,Sad
some students whose english is worse than mine can go to your lectures english lectures,Disgust
insulted by classmate in public,Sad
not handing in homeworks in time,Sad
article published,Happy
walking in the dark and thinking about ghost stories,Fear
had an insulting letter from my father,Angry
being misunderstood by friends,Sad
saw someone acting in a false manner in public,Disgust
failed in a piblic argument,Sad
promised to do something for other people and did not do it,Sad
finding out i am chosen to collect norms for chinese aphasia i will contribute to chinas catching up with the west in neuropsychology,Happy
finding out in your lecture that a doctor can make misdiagnoses because of ignorance in neuropsychology,Fear
someone talking about me at my back,Angry
found out that my grandmother might have been misdiagnosed as a psychiatric patient because the doctor did not know about neurologism,Sad
some students deliberately disobey me as a class leader,Disgust
finding out that china is backward in science,Sad
some students have been calling lecturers nicknames and i was not able to find out who they were to stop them,Sad
going to a concert,Happy
finding out that a boy i do not like is in love with me,Fear
being told that i have not got a personality,Angry
power cut made me unable to listen to the songs sung by my favourite pop star,Sad
someone acting stupid in public,Disgust
not being able to answer question in a seminar,Sad
said something i should not have said in public,Sad
talking to my close friend,Happy
hearing a strange noise in the biology building,Fear
insulted by other people in the shop,Angry
my good friend misunderstood me,Sad
being looked at by someone i do not like,Disgust
i am chosen for the english lectures instead of my good friend and people told me that girls are more likely to be chosen,Sad
i was not able to explain well to my good friend to make him less angry,Sad
finding out that the person i love understands me,Happy
watching a horror film,Fear
being mistreated by other people,Angry
deceived by other people and ran into trouble,Sad
saw a selfish person doing a selfish thing,Disgust
not doing well in the examn,Sad
finding out that i have misunderstood other people,Sad
hear my name on the list attending the english lectures,Happy
staying alone in the room after midnight and reading horror stories,Fear
being told that i am a stupid person,Angry
my parents failed to visit me as they promised,Sad
some people not cueing in the dining hall,Disgust
saw on tv china not winning more gold medals in the asian olympics,Sad
not handing in homework in time,Sad
having a good trip on a boat with good friends,Happy
saw a classmate knocked down by a motorcycle,Fear
being sexually assulted on a bus and noone helped people only laughed,Angry
being sexually assulted and told my friends about it we cried together,Sad
heard someone boasting his fortune telling and i knew he was lying,Disgust
being criticized by teacher in public,Sad
shouting at my parents because i was angry about something else,Sad
going to see a good film with my best friend,Happy
suddenly found out that i was the lasr one to leave the anatomy room,Fear
some boys deliberately played tricks on me in the experiments,Angry
iqam chosen for your lecture and my best friend is not now he is angry with me and i cannot help him,Sad
listening to my roommate boasting about her new clothes,Disgust
china not winning more gold medals in the asian olympics,Sad
not being able to help my friend to study english,Sad
being elected as class leader,Happy
walking in the dark i saw something strange,Fear
your prejudice against psychology students and education students not allowing us to go to the medical university lectures,Angry
a friends brother died,Sad
a wurm dropped on my head,Disgust
not doing well in an examn which was easy,Sad
wrongly accused a classmate,Sad
getting into this university to do medicine,Happy
first time in anatomy,Fear
being insulted in public for the wrong reason,Angry
not being chosen for the english lectures my girlfriend chosen,Sad
my roommate messing up our room,Disgust
not doing well in examns which i should do well english examns,Sad
heard that my girlfriend was chosen for the english lectures and i was not i lost my temper and she is very upset now,Sad
success in university entrance examination,Happy
i helped someone to do something and was found out,Fear
misunderstood by friends,Angry
my mother was ill and my father was not at home,Sad
my roommate being nice to a party leader in order to get into the party,Disgust
china not doing well in the asian olympic games,Sad
not collecting letters for my friend al i promised,Sad
doing well in an examn,Happy
before the examn,Fear
some foreign students playing loud music before the biology examn,Angry
finding out that the girl i like does not like me,Sad
saw two canadian students boasting about how rich they are in canada,Disgust
finding out that china does not have enough foreign currency to buy books,Sad
calling lecturers nicknames when talking to housemen they told ne you are even younger than they are so you should not be giving public lectures,Sad
had a letter from my father usually he does not write to me,Happy
being alone in the room at night,Fear
quarreling with classmates,Angry
my father told me in the letter that my mother is ill,Sad
my roommate talking and shaking her bed at night,Disgust
finding out that i was deceived by my friend,Sad
a friend came to visit me and i was not there,Sad
finding out my name on the list for english lectures,Happy
walking out from the biology building,Fear
someone told me that i was chosen for english lectures because the class leader is going out with me not true,Angry
my sister bkoke her leg,Sad
some boys boasting about their ability to tell dirty jokes,Disgust
finding out china is backward in science,Sad
when some housemen told me a young girl like you should not be allowed to lecture to consultants i was too shy to argue against them,Sad
made a wonderful driend who understands me,Happy
being chased in the dark by someone i did not know,Fear
my best friend betrayed me and told other people my secrets,Angry
disappointed by a friend,Sad
finding out some people had been talking about me at my back,Disgust
being sexually assulted in public,Sad
i did not reply to my friends letter in time,Sad
watching china winning the asian olympic games,Happy
suddenly met someone in the biology building at night,Fear
being insulted by my roommate,Angry
not getting an airplane ticket fot my mother,Sad
talking with a nice girl,Happy
talking about snakes,Fear
people not resprcting my opinion,Angry
lost my girlfriend,Sad
talking to someone i disliked,Disgust
criticized by a teacher in public,Sad
not being able to help my friend,Sad
getting a letter from a friend who did not write for a long time,Happy
staying in a relatives house which was broken in before,Fear
being insulted on a bus,Angry
insulted by my mother,Sad
a relative not acting on her promise,Disgust
first time going out with a boy and other people laughed at us,Sad
a friend wanted to give me a surprise into my room and i thought she was stealing from the room,Sad
being asked to go out by someone i care,Happy
before an important examn,Fear
my parents do not like my friend and told me to stay away from him,Angry
my friend not allowed to go to the english lectures,Sad
postgraduate students talking about girls stupid,Disgust
ctiticized by teachers in public,Sad
my friend did not do well in the examn because i did not help him,Sad
i went on a picnic to the country side park the beautiful scenary made me feel relaxed and every worry disappeared thus the picnic was worthwhile,Happy
i am afraid of my academic results as i will face several problems i am scared of my limitations and the unlimited problems and i do not know how to cope with them,Fear
i quarrelled with my brothers twins at home on saturday one of them studies in a private school and the other one is repeating his form five they do not know what they are doing they follow every word of their teachers books and systems they always try to rationalize their bad acts by some game and they are satisfied with their awkward life i have tried to persuade them very often but have failed this time i had a fight as they have no voluntary spirit they did not polish the floor,Angry
i have been thinking of changing my major for a few months my original major was chinese language and it blocks my way i have to face many problems at the sametime and i do not know what is real and virtuous i do not know if i am not interested in chinese or if there are other factors which make me sad i am not very clear on what i can do for the study of communication and journalism i am not clear about what i can do what are the limitations i hesitate but i feel more adjusted now,Sad
i had been forced to get together with strange and disgusting classmates the things they talked about disgusted me and made me feel ill at ease i knew that i would feel unhappy if i stayed there but i was defeated by the social norms,Disgust
i had obviously done the work badly but my classmates of the students association did not blame me they helped me do the work,Sad
i had not done my assignment seriously i only pretended to finish the work as the work did not have any meaning for me the whole thing made me feel guilty,Sad
i preached to a f students in a gospel camp they thus knew more about god and made up their minds to believe in jesus,Happy
when the doctor told me that there was something wrong with my eye and i had to undergo an operation,Fear
i had left a student newspaper of the chinese university on the table of the library it had disappeared when i came back,Angry
one of my classmates had a disease unexpectedly he had been in a coma for six days in a hospital before he died,Sad
someone who was sitting very close to me was smoknig in the compartment of an air conditioned minibus,Disgust
in the compartment of a public transport railway i did not give my seat to an old man who was standing near me it was another teenager who did so,Sad
one saturday night i did some meaningless work and went to bed very late next morning i had was very sleepy so i continued sleeping even though i had work to do and i missed the sunday service,Sad
when i attended the concert of a pop singer,Happy
i was afraid that i would fail an examination,Fear
i had too much homework and examinations and i did not know how to organize my work,Angry
when i forgot the lyrics during a song contest,Sad
because of the examination i had to study night and day,Disgust
i did badly in the mid term examination,Sad
the results of the mid term examinations were very poor,Sad
when i had a good result in the certificate examination,Happy
when i was walking along a road alone on my way to go shopping,Fear
in the students union there was someone who took the photocopies of two large volumes i asked him to let me take a few he refused it for an acceptable reason,Angry
when another persons mother died,Sad
i greeted a friend and he did not respond,Disgust
in an examination which other students found easy i could hardly think and did not know what to answer,Sad
i cut a friends hair in anger without any consideration,Sad
yesterday my friend gave me a gift and had dinner with me,Happy
once while walking along a hill i fell down out of carelessness and i broke my left arm,Fear
last week my organization summoned an executive meeting and one of the executive members pointed out a loop hole in the committees administration he could not suggest any improvements so i quarrelled with him,Angry
the death of my father,Sad
i was sitting in the bus and a man with a very unpleasant smell came and sat next to me to top it all he smoked continously,Disgust
when i was in the canteen of the united college i mistook a stranger for a classmate as i was not wearing my glasses i realized that i had made this mistake when i saw him again carefully,Sad
i got up late and i could not go to my lessons on time when i entered the class room the stare of the teacher and my classmates made me feel guilty,Sad
when my application for studying the masters degree was accepted,Happy
once at midnight i was working alone at office and the phone suddenly rang,Fear
when i was concentrating on my work my friend disturbed me continously i asked him to stop but in vain,Angry
i had asked the teacher to write a recommendation letter for me but i had not provided enough information and had run short of time,Sad
when i was talking to a person who is a hypocrite i felt disgusted at his reaction,Disgust
my companion admired me when i did some work voluntarily,Sad
my wrong behaviour made my loved one feel sad and uneasy,Sad
when i first heard i like you from my boyfriend,Happy
when i received the higher level exam results i mistook the grade e in mathematics for a grade f and i was shocked,Fear
i had planned to study for my midterm exams on a certain day and my roommate called me to ask me to go out for a stroll i tried to make an excuse so as not to go out but she refused to listen to me and insisted that i go out with her i find it unnecessary to talk to her anymore,Angry
due to some reasons my boyfriend and i decided to separate,Sad
once when i had started to write a paper there was a phone call for me i had to go downstairs to receive it and after the conversation i discovered that all the information had disappeared from my mind,Disgust
when the teacher asked me a question i did not know the answer and i just stood still for about a few minutes without saying a word,Sad
once when i was in the cell group religious activity i found that almost everyone in the group read the bible daily and i felt guilty in my heart,Sad
when i read the newspaper that morning i found my candidature number on the admission list of the chinese university i was satisfied and happy and the cumulative anxiety disappeared i only wanted to cry out that i had succeeded,Happy
tutorial again a fearful feeling came to me when i sat on the chair and looked at my fellow students all around i was really scared that they would ask me some questions or challenge the ideas that i had presented,Fear
the trick was really intolerable they hid it and i was worried and restless all day when i saw them i really wanted to slap each one of them,Angry
a and i were walking along the new asia stairway to the chung chi college for our lecture and i saw him with her he put one arm around her shoulder and laugher brightly and joyfully i did not dare and did not want to look just walked by them quickly the interest of talking to a disappeared and i just wanted to remain silent but i did not want a to know and so i left him and went to f i should have expected this to happen,Sad
knowing that i had to do the survey with him i felt very reluctant although i do not know him i feel disgusted by just looking at him thinking that the project lasted several days i regreted having joined that project,Disgust
during the lesson the teacher called me and asked me if i had reported that i was late i pretended that i had but looking at her eyes i knew that she knew that i was lying i thought that it was really bad luck that she had examined the list of the students who were late,Sad
that evening when i opened the songbook while i was singing the song those were the days that guilt feeling became stronger the lyrics described well i was really wrong the wish that i had made was really bad if she were with me i would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me,Sad
when i learnt that i could do further studies at the chinese university,Happy
my best frieend left school recently the next day the weather turned bad suddenly and the male classmates turned off the lights i remained on the table and was scared,Fear
i was scolded by my mother for no reason,Angry
when i learnt that i had been betrayed by my friend,Sad
when i dined with my new friends one of them kept reminding us that he was superior,Disgust
while dining with some accquaintances i was asked something which i should have known but i did not know,Sad
my friend came to the concert for my sake as it was me who had organized it and the concert was unsuccessful,Sad
i was accepted by the chinese university,Happy
waiting for the results of the high level examination i was afraid of not being accepted,Fear
i had a date with a friend to see a movie and my friend was late i waited for a long hour and was very angry,Angry
the quarrel between my parents,Sad
during the chinese lessons a student often showed off moreover he misbehaved and dressed very badly so disgusting,Disgust
i saw a bag on the street and just then a stranger passed by i picked up the bag immediately and gave it to the stranger as i thought that it belonged to him but it was not his bag and i felt ashamed,Sad
i refused to lend my homework to a friend,Sad
no response,Happy
once before i had learnt to swim i stepped on a slippery slope where there was a lot of moss and i slipped into the water the water was very deep and i could not stand on my feet i sank and had to use a lot of energy,Fear
no response,Angry
no response,Sad
one day when i was sitting in a not very crowded bus a middle aged woman was standing beside me the person sitting next to me got up to get off and this woman pushed me and occupied the seat then she took off her shoes and put her feet on the seat,Disgust
no response,Sad
no response,Happy
when i saw a horrible movie alien,Fear
no response,Angry
in my results at the university entrance exam were very poor far from what i had expected i thought that i would not be accepted at the university,Sad
i am disgusted by people who spoil their identity because of misbehaviour this morning when i was in a crowded bus i found a seat on which a university student was sitting on one side and he had put his bag and files next to him there was very little space left and i sat down while he kept on reading even when i leaned on him he did not put his bag away he did not respond and i felt very angry,Disgust
during a lecture six students including me were asked to leave the class as we had not prepared for the lesson i felt ashamed and angry,Sad
one evening i went fishing with some friends but we could not fish as a fisherman had already put his net there we pulled out the net to find only crabs in it so we threw the net away the net was large and may have cost the fisherman used the net to earn a living and we had had thrown it,Sad
i had a very close friend who went to canada after her fb his departure was unavoidable when he came back during the summer holidays i was very happy as nothing had changed between us,Happy
the day before the university results came out i was both excited and scared if i failed i did not know what i would do as i did not want to work my family was ambivalent,Fear
before the certificate examination i was very poor in biology the worst result in my class ever since f it had been getting poorer and poorer i had tried my best and had spent most of my time studying this subject finally my results were so bad that i thought that it was just not fair,Angry
my cat died from an illness it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying,Sad
in secondary school i had a classmate who talked too much once we went to the cinema after school and she sat next to me and commented the movie throughout very disgusting,Disgust
our teacher had invited us to lunch and once at the canteen we started introducing ourselves two of the boys showed a lot of interest in knowing personal details and then they started talking about some activities held in the college i had little interest in those activities so i talked to another student sitting next to me as i was afraid that they would ask me questions on those activities,Sad
my younger sister wanted to take classes to learn a musical instrument one saturday morning my mother asked me to go with her for the registration i did not want to go so i said that there might be many bad people at the club as a resullt my sister was scolded by my mother,Sad
when i could study at university,Happy
when i forgot the lines of the play during an orientation camp,Fear
before the department meeting my friend ate a dish that i had prepared for this meeting,Angry
i had a very short term romance during the summer vacations when we first met i felt excited but i wanted to avoid him after we had met a few times and so i proposed that we stay apart i felt very sad then,Sad
i felt disgusted on seeing my boyfriend after our separation one day he was begging at the mass transit railway station and at that moment i hated him,Disgust
acting in a play at the orientation camp made me feel timid,Sad
i made my boyfriend so unhappy and depressed that i feel guilty,Sad
my friend had organized a birthday party for me secretly i was very happy not so much for the presents but because they seemed to care for me,Happy
my year old grandfather underwent three successive operations during a single year the third operation was risky and i was scared that he would die and feared that my grandmother would be very sad,Fear
my elder brother often criticizes my mothers cooking once he did it very impolitely and lost his temper this made all of us very sad i was very angry and i scolded him he asked me not to interfere with what was his buisness,Angry
when my grandfather died i was extremely sad however my family members did not have any special feelings they said that he was already years old,Sad
i was an instructior in a youth organization whenever we the instructors would have a meeting the advisor would be present he did not understand our worknig conditions but talked a lot and had a lot of outdated ideas whenever we disagreed with him he was very discontent and said that we had a prejudice against him why did he have to treat us as his subordinates,Disgust
when we received our academic result i learnt that my results were bad as i had not done my best the results of my accquaintances were good and when they asked me about my results i really did not want to answer,Sad
when i was fighting with my elder brother i unintentionally hurt him in the eye with a wooden bar i felt guilty and feared that he would be blind fortunately he recovered after days,Sad
i finished my homework an important task,Happy
fear of the turn that the examination paper would take as i lacked confidence,Fear
mr c took my drawing pens without having asked for my permission first and lost them he did not tell me about it till i asked him and then did not try to find them,Angry
when i learnt that i had to repeat the first year i found the solution immediately but was blocked by many difficulties,Sad
my girlfriend lost her temper without any reason and she did not consider or respect my feelings,Disgust
after i had given the wrong answer to my students they pointed it out to me and i had to correct myself,Sad
i prayed unfaithfully,Sad
i am happpy when i get good results in the field of academics or athletics,Happy
one day a fierce looking man came to our house and said that my father should apologize to him however i was alone at home,Fear
my cassmate laughed at me when i was being scolded by the teacher,Angry
i knew a girl so lovely that everyone would like her but she refused to accept my christmas present and i tried to forget her,Sad
i hate the behaviour of my so called friends they use bad language spit boast and treat the youngsters badly,Disgust
when i was young my mother told the neighbour that i had wet the bed i felt ashamed thinking that the neighbours children would get to know about it,Sad
one day while we were strolling along the road one of my friends suggested that we go and watch a blue film i was curious so i went along but i felt quite guilty later,Sad
the day the results of the university entrance exam was published i found my canditate number and i was very excited,Happy
one night we were having a barbecue on the beach and i needed to go to my car which was far away from the beach it was very dark as there were no street lamps i ran in the dark very scared i ran as fast as possible,Fear
no response,Angry
i separated with the one i liked most she refused all my dates and told me that she had dated another one my heart seemed to cease beating i was silent for some time and then i whispered goodbye and left without turning back,Sad
when i was a teacher in an evening school a girl raised a lot of questions and expressed her opinions she very often took a stand which was different from mine and she thought that it was better than mine her opinions were helpful academically but she did not take into consideration my position in public also she seemed to be very talkative and so she disgusted me,Disgust
i had lunch in a restaurant with a friend and i paid the bill the change was that of a two dollar and a ten cent coin as i was talking with my friend i took the two dollar coin and forgot to leave a tip,Sad
i was cold to my sister without meaning it just because i was upset and frustated,Sad
when i learnt that i had been admitted to the university,Happy
after the interview for admission to the university and before the admission list was disclosed i was scared that i would not be admitted and my fear lasted for quite some time my fear disappeared only after the list was disclosed,Fear
when i was studying in the library preparing for a test two people sitting next to me talked to each other for minutes there were no other seats so i could not go elsewhere and i did not want to interrupt them so i could only be angry in my heart,Angry
i had been separated from my girlfriend for about a year on her birthday i put a present in her mailbox i had spent two days choosing a suitable present for her i waited for a few days and there was no reply from her at last i received a thankyou card in my mailbox on the card there was only my name the words thankyou and her signature i was very sad then,Sad
when i was travelling to school by bus i went past a place where a sewer had been repaired there was a bad strong smell which suffocated me and i wanted to leave the place immediately,Disgust
i received the results of the test paper of my major subject and i found that my result was not as good as a classmate who had recently changed his major subject i felt very ashamed,Sad
i had promised myself that i would do one good deed every day one night i saw a beggar whose muscles had been atrophyed i walked passed him thinking that he was feigning later i realized that he had not been pretending and i had a feeling of guilt as i had not kept my promise,Sad
talkiing about the past happy hours with two friends at night in a camp a few months ago we shared our feelings notions and every hidden anxiety i thought that they cared for me and i was very happy and satified,Happy
i remember that my form teacher was very fierce and dogmatic my feet would tremble whenever i saw her but i had to face the fact that i had to go for her class,Fear
one night i could not practise my violin as my family was watching tv with the lights off so i wanted to listen to some tapes it was dark so i asked my brother to bring me a torch however he scolded me i was so angry that i slammed my violin on the floor,Angry
my mother suffers from a mental illness one night she was not feeling well and was sent to the hospital i was scared that she would die and all night i was very sad and did not dare to close my eyes,Sad
at the crowded conditions of living i always quarrel with my elder brother as he puts the tv volume at a deafening level and i can not practise my piano lessons thus i feel that my home is disgusting,Disgust
i lost my temper at my mother while she was teaching me i felt ashamed and sorry at having hurt my loving mother,Sad
i felt guilty at not having practised the piano i waste my teachers time and guidance,Sad
i watched a football match with my old friend the performance of the team was very good and the team members were full of spirit the match was excellent and every time a goal was scored i felt excited,Happy
when i got the midterm exam results the results were below average and were near the lowest i was scared of the final exam,Fear
when i came back to my hostel my bed was full of newspapers and dirty clothes my roommate asked me to wash the clothes for him as he had no time this was his responsibility the food we shared had been eaten up by him i ate little,Angry
my sister was impolite to my father when the family was having lunch together at a restaurant she thought that our parents had been prejudiced against her this was an extreme thought,Sad
when i was giving private tutorials to my student he would not concentrate and was lazy he had not done the home work that i had assigned and his academic level was very low it was a nuisance,Disgust
during a meeting i said something wrong and the others laughed at me,Sad
i entered the hostel this year my mother was ill and could not move and needed people to look after her every week i left home to go back to school i felt guilty,Sad
i received a letter from a friend whom i was missing,Happy
i feared that i would not be able to hand in the bookreport on time as i had started working very late the book was difficult to read and my teacher did not accept my work as it was handed in late,Fear
my classmate always borrowed my notes and would not return it to me on time when i had a test she was selfish and irresponsible and so delayed my studies,Angry
when i found that my coldness had hurt somebodys sincerity,Sad
when i was studying and someone disturbed me,Disgust
my teacher said that being university studets we did not have any selfinitiative or selfcontrol,Sad
i took french leave to do my homework,Sad
i realized that a fellow member had grown spiritually i was the leader of a spiritual group and had prayed for him he did not want to burn the incense but his mother forced him to do it finally his mother told him that he could discontinue if he got good results at school,Happy
looking for the toilet in a dark place,Fear
i gave tutorial to a student and i found that he was lazy he did not pay attention to what i taught he did some easy questions wrong deliberately,Angry
i saw a lot of starving people in a tv news report,Sad
our neighbour came and gossiped about others with my parents,Disgust
i promised a friend that i would return a book to its owner for him but i forgot to do it,Sad
saw a blue film in a cinema,Sad
when i saw the certificate results i did not feel very happy as i did not realize that i had got all the credits until my classmates pointed it out to me my parents and my relatives praised me and i realized that my results were good ie a b c i felt satisfied with the results and was happy,Happy
an hour before receiving the certificate results i was very frightened when i saw others crying i felt very tense and as time went by my fear grew,Fear
my classmate used her personal relations to get a seat for a subject that i wanted also i had taken the pains to help him apply and i did not get selected i did not like this as he had not told me the facts earlier he need not have lied to me,Angry
when my mother went through an operation it was not very serious but i was sad and could not sleep before the operation,Sad
during a recent meeting mr a showed his excitement and overindulged in the notes delivered though his curiosity could not be blamed his way of accquiring knowledge was an extreme behaviour eg he always tried to know what i was reading and gained everything he could,Disgust
when i was doing my homework at home some relatives came and advised me to help my mother do the housework,Sad
while quarreling with my brother i broke the glass door of the cupboard and a china doll we were scolded by my father for breaking the door but we did not tell him about the door,Sad
when i was admitted to the chinese universiity,Happy
an intercollege basketball match,Fear
something was stolen,Angry
when i learnt that my close friend was going to immigrate,Sad
when the summer holiday job was almost over,Disgust
during a meeting,Sad
failed to keep an appointment,Sad
when i told my girlfriend a joke openly and frankly,Happy
once while crossing a road i was overcome with fear,Fear
my intimate girlfriend told me that her father was opposed to our relationship and had insulted my integrity,Angry
when my studies are too demanding and i cannot cope with it,Sad
the behaviour of people spitting everywhere,Disgust
i could not finish my homework on time,Sad
after masturbation,Sad
when i finished the work that i had planned to do my homework,Happy
i was not prepared for the exam but i wanted to sleep the night before the exam,Fear
someone played a trick on me,Angry
when the thing that made my friends and relatives sad happened to them,Sad
it was a narrow and dirty passage which was located near the market and i had to stand there to wait for people,Disgust
i had something wrong saying wrong things and being impolite to someone and this had embarrassed the this person and i still meet the person,Sad
i said something which was against my conscience,Sad
several good friends made me a surprise visit and this made me happy they are my closest friends and we had not seen each other for a long time,Happy
the hero was chased by a terrible vampire in a suspense and horror film shown on tv,Fear
i worked with several classmates on a project i was very anxious about the project while my partners showed no concern and when we had meetings on the project my classmates did not pay any attention some of them read books while the others argued on irrelevant questions the meeting would go on for two hours without the main theme being discussed we wasted time and could not reach a compromise my classmates avoided doing the work and the responsibilities they seemed to value other projects more than this one,Angry
one of my good friends had to migrate to america our friendship had developed quite well and it was a pity as our friendship would fade,Sad
in a study group a person always liked to argue on some unimportant irrelevant and minor points he tried to persuade others in an unfriendly way he was obstinate and would not accept others point of view,Disgust
once my presentation was the worst among my classmates as i had not prepared it well and had not seen it as important my presentation was so confused that it clearly showed my poor preparation,Sad
i joked with an unfamiliar friend in an obstinate tone i was afraid of his misunderstanding me and being hurt and angry at me i felt sorry over my conduct and thought that i had to find an opportunity to apologize,Sad
i remember my religious experience during a gospel camp a few friends of mine decided to believe in god the joy that i felt at that time was more than words can express i blessed them and praised god in my heart,Happy
my friend and i had offended our classmate unintenionally we wanted to apologize to her so we decided to visit her we knew that she was stubborn so we were frightened when we rang her door bell our fear was at its climax,Fear
my girlfriend disliked it when i played majong a game of gambling i expressed my regrets and when i went to see her she neglected my existance i was very angry and left in displeasure,Angry
when i said goodbye to my girlfriend i had spent two years on developing this relationship and it was unsuccessful i felt very sad,Sad
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,Disgust
once in primary five i had forgotten to take a book to class and the teacher punished me by asking me to stand at the back of the class i thought about the way my mother would react if she saw me being punished my mother was very good to me and though she did not see me punished i felt sorry for her,Sad
i had fixed a meeting with my classmates and i missed it as i was tired besides everyone at the meeting was a stranger to me and i did not want to make friends with them whatever the reasons i felt guilty,Sad
